typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","20240101","2024","52","2024","40","AUT","Austria","M","Import","842","USA","USA","0","W00","World","H6","HS","true","2709","Petroleum oils and oils obtained from bituminous minerals; crude","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","77849000","false","8","kg","77849000","false","77849000","false","0","false","51349576.165",,"51349576.165","0","false","true",
"C","A","20240101","2024","52","2024","44","BHS","Bahamas","M","Import","0","W00","World","0","W00","World","H6","HS","true","2709","Petroleum oils and oils obtained from bituminous minerals; crude","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","55000","false","8","kg","55000","false","55000","false","0","false","7142",,"7142","0","false","true",
"C","A","20240101","2024","52","2024","44","BHS","Bahamas","M","Import","528","NLD","Netherlands","0","W00","World","H6","HS","true","2709","Petroleum oils and oils obtained from bituminous minerals; crude","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2000","false","8","kg","2000","false","2000","false","0","false","228",,"228","0","false","true",
"C","A","20240101","2024","52","2024","44","BHS","Bahamas","M","Import","842","USA","USA","0","W00","World","H6","HS","true","2709","Petroleum oils and oils obtained from bituminous minerals; crude","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","53000","false","8","kg","53000","false","53000","false","0","false","6914",,"6914","0","false","true",
"C","A","20240101","2024","52","2024","48","BHR","Bahrain","M","Import","0","W00","World","0","W00","World","H6","HS","true","2709","Petroleum oils and oils obtained from bituminous minerals; crude","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","82","false","8","kg","82","false","82","false","0","false","98.511",,"98.511","0","false","true",
"C","A","20240101","2024","52","2024","48","BHR","Bahrain","M","Import","414","KWT","Kuwait","0","W00","World","H6","HS","true","2709","Petroleum oils and oils obtained from bituminous minerals; crude","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","82","false","8","kg","82","false","82","false","0","false","98.511",,"98.511","0","false","true",
"C","A","20240101","2024","52","2024","51","ARM","Armenia","M","Import","0","W00","World","0","W00","World","H6","HS","true","2709","Petroleum oils and oils obtained from bituminous minerals; crude","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","421910","false","8","kg","421910","false","421910","false","0","false","285128.68",,"285128.68","0","false","true",
"C","A","20240101","2024","52","2024","51","ARM","Armenia","M","Import","643","RUS","Russian Federation","0","W00","World","H6","HS","true","2709","Petroleum oils and oils obtained from bituminous minerals; crude","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","421910","false","8","kg","421910","false","421910","false","0","false","285128.68",,"285128.68","0","false","true",
"C","A","20240101","2024","52","2024","56","BEL","Belgium","M","Import","0","W00","World","0","W00","World","H6","HS","true","2709","Petroleum oils and oils obtained from bituminous minerals; crude","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"false","0","false","21915213579.722",,"21915213579.722","0","false","true",
"C","A","20240101","2024","52","2024","56","BEL","Belgium","M","Import","12","DZA","Algeria","0","W00","World","H6","HS","true","2709","Petroleum oils and oils obtained from bituminous minerals; crude","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","38066733.64","false","8","kg","38066733.64","false","38066733.64","false","0","false","26394549.808",,"26394549.808","0","false","true",
"C","A","20240101","2024","52","2024","56","BEL","Belgium","M","Import","24","AGO","Angola","0","W00","World","H6","HS","true","2709","Petroleum oils and oils obtained from bituminous minerals; crude","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","8","false","8","kg","8","false","8","false","0","false","266.59",,"266.59","0","false","true",
"C","A","20240101","2024","52","2024","56","BEL","Belgium","M","Import","31","AZE","Azerbaijan","0","W00","World","H6","HS","true","2709","Petroleum oils and oils obtained from bituminous minerals; crude","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","5","false","8","kg","5","false","5","false","0","false","21.597",,"21.597","0","false","true",
"C","A","20240101","2024","52","2024","56","BEL","Belgium","M","Import","48","BHR","Bahrain","0","W00","World","H6","HS","true","2709","Petroleum oils and oils obtained from bituminous minerals; crude","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","13.48","false","8","kg","13.48","false","13.48","false","0","false","430.247",,"430.247","0","false","true",
"C","A","20240101","2024","52","2024","56","BEL","Belgium","M","Import","76","BRA","Brazil","0","W00","World","H6","HS","true","2709","Petroleum oils and oils obtained from bituminous minerals; crude","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4","false","8","kg","4","false","4","false","0","false","2.913",,"2.913","0","false","true",
"C","A","20240101","2024","52","2024","56","BEL","Belgium","M","Import","120","CMR","Cameroon","0","W00","World","H6","HS","true","2709","Petroleum oils and oils obtained from bituminous minerals; crude","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","0.2","false","8","kg","0.2","false","0.2","false","0","false","0.975",,"0.975","0","false","true",
"C","A","20240101","2024","52","2024","56","BEL","Belgium","M","Import","124","CAN","Canada","0","W00","World","H6","HS","true","2709","Petroleum oils and oils obtained from bituminous minerals; crude","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","7.05","false","8","kg","7.05","false","7.05","false","0","false","102.87",,"102.87","0","false","true",
"C","A","20240101","2024","52","2024","56","BEL","Belgium","M","Import","152","CHL","Chile","0","W00","World","H6","HS","true","2709","Petroleum oils and oils obtained from bituminous minerals; crude","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"false","0","false","88.765",,"88.765","0","false","true",
"C","A","20240101","2024","52","2024","56","BEL","Belgium","M","Import","156","CHN","China","0","W00","World","H6","HS","true","2709","Petroleum oils and oils obtained from bituminous minerals; crude","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","6.84","false","8","kg","6.84","false","6.84","false","0","false","31.195",,"31.195","0","false","true",
"C","A","20240101","2024","52","2024","56","BEL","Belgium","M","Import","203","CZE","Czechia","0","W00","World","H6","HS","true","2709","Petroleum oils and oils obtained from bituminous minerals; crude","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","5927.62","false","8","kg","5927.62","false","5927.62","false","0","false","30505.213",,"30505.213","0","false","true",
"C","A","20240101","2024","52","2024","56","BEL","Belgium","M","Import","222","SLV","El Salvador","0","W00","World","H6","HS","true","2709","Petroleum oils and oils obtained from bituminous minerals; crude","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"false","0","false","269.168",,"269.168","0","false","true",
"C","A","20240101","2024","52","2024","56","BEL","Belgium","M","Import","251","FRA","France","0","W00","World","H6","HS","true","2709","Petroleum oils and oils obtained from bituminous minerals; crude","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","111817464.12","false","8","kg","111817464.12","false","111817464.12","false","0","false","88857742.518",,"88857742.518","0","false","true",
"C","A","20240101","2024","52","2024","56","BEL","Belgium","M","Import","266","GAB","Gabon","0","W00","World","H6","HS","true","2709","Petroleum oils and oils obtained from bituminous minerals; crude","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","14.4","false","8","kg","14.4","false","14.4","false","0","false","582.65",,"582.65","0","false","true",
"C","A","20240101","2024","52","2024","56","BEL","Belgium","M","Import","276","DEU","Germany","0","W00","World","H6","HS","true","2709","Petroleum oils and oils obtained from bituminous minerals; crude","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1460803.1","false","8","kg","1460803.1","false","1460803.1","false","0","false","731692.414",,"731692.414","0","false","true",
"C","A","20240101","2024","52","2024","56","BEL","Belgium","M","Import","360","IDN","Indonesia","0","W00","World","H6","HS","true","2709","Petroleum oils and oils obtained from bituminous minerals; crude","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"false","0","false","1.216",,"1.216","0","false","true",
"C","A","20240101","2024","52","2024","56","BEL","Belgium","M","Import","376","ISR","Israel","0","W00","World","H6","HS","true","2709","Petroleum oils and oils obtained from bituminous minerals; crude","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4.86","false","8","kg","4.86","false","4.86","false","0","false","69.904",,"69.904","0","false","true",
"C","A","20240101","2024","52","2024","56","BEL","Belgium","M","Import","384","CIV","Côte d'Ivoire","0","W00","World","H6","HS","true","2709","Petroleum oils and oils obtained from bituminous minerals; crude","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"false","0","false","168.027",,"168.027","0","false","true",
"C","A","20240101","2024","52","2024","56","BEL","Belgium","M","Import","392","JPN","Japan","0","W00","World","H6","HS","true","2709","Petroleum oils and oils obtained from bituminous minerals; crude","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","14.42","false","8","kg","14.42","false","14.42","false","0","false","212.561",,"212.561","0","false","true",
"C","A","20240101","2024","52","2024","56","BEL","Belgium","M","Import","434","LBY","Libya","0","W00","World","H6","HS","true","2709","Petroleum oils and oils obtained from bituminous minerals; crude","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","5","false","8","kg","5","false","5","false","0","false","0.964",,"0.964","0","false","true",
