source,target,weight,year
USA,CYM,3408885.0,1999
USA,CHL,11407391.0,1999
USA,DZA,110615207.0,1999
USA,CHN,80049749.0,1999
USA,COG,337349287.0,1999
USA,COD,109067141.0,1999
USA,BEN,2483435.0,1999
USA,ECU,526803097.0,1999
USA,GNQ,15796505.0,1999
USA,EST,3319532.0,1999
USA,GAB,1504176824.0,1999
USA,DEU,5707.0,1999
USA,GTM,100246655.0,1999
USA,GIN,5614041.0,1999
USA,IDN,443295464.0,1999
USA,IRQ,4512613468.0,1999
USA,COL,3046052210.0,1999
USA,ITA,2836599.0,1999
USA,CIV,9610160.0,1999
USA,KOR,7676.0,1999
USA,KWT,1470566559.0,1999
USA,MYS,146926214.0,1999
USA,MEX,6962686526.0,1999
USA,NLD,1901403.0,1999
USA,NGA,4075479298.0,1999
USA,NOR,2045529921.0,1999
USA,PNG,84398551.0,1999
USA,PER,127751937.0,1999
USA,QAT,7515365.0,1999
USA,RUS,118819050.0,1999
USA,SAU,7942943716.0,1999
USA,SGP,6733.0,1999
USA,VNM,107151099.0,1999
USA,ESP,43500.0,1999
USA,THA,8949919.0,1999
USA,TTO,308932382.0,1999
USA,UKR,3491.0,1999
USA,EGY,22270080.0,1999
USA,GBR,1771165339.0,1999
USA,VEN,7001039796.0,1999
USA,YEM,7563192.0,1999
USA,NZL,6443648.0,1999
USA,TUR,873143.0,1999
USA,ARE,178939.0,1999
USA,DNK,29719521.0,1999
USA,KAZ,2855600.0,1999
USA,JPN,3513.0,1999
USA,GEO,715173.0,1999
PAN,COL,11044462.0,1999
PAN,ECU,174213346.0,1999
PAN,MEX,18130384.0,1999
PAN,TTO,39771292.0,1999
PAN,VEN,58813897.0,1999
PAN,TKM,621233.0,1999
PAN,UKR,545979.0,1999
PAN,KAZ,13274000.0,1999
PAN,GEO,247339.0,1999
COL,VEN,19786056.0,1999
ECU,USA,4418.0,1999
TTO,COL,126749716.0,1999
TTO,ECU,17324744.0,1999
TTO,FRA,325854.0,1999
TTO,DEU,330045.0,1999
TTO,JAM,3076.0,1999
TTO,SUR,46125228.0,1999
TTO,USA,24585627.0,1999
TTO,VEN,282536825.0,1999
TTO,BRB,22619757.0,1999
TTO,GAB,8605375.0,1999
PRY,ARG,14635975.0,1999
PRY,USA,861.0,1999
PRY,ECU,117720.0,1999
PRY,BOL,181535.0,1999
ARG,CIV,38582966.0,1999
ARG,NGA,29076953.0,1999
ARG,USA,7432289.0,1999
ARG,VEN,51532856.0,1999
ARG,BOL,2266429.0,1999
ARG,IRN,16947479.0,1999
PER,COL,150949153.0,1999
PER,ECU,122043245.0,1999
PER,NGA,97026905.0,1999
PER,TTO,7551897.0,1999
PER,USA,1290.0,1999
PER,VEN,3765322.0,1999
IDN,PNG,38371067.0,1999
IDN,SAU,680650012.0,1999
IDN,SGP,26611.0,1999
IDN,VNM,158338961.0,1999
IDN,THA,15410871.0,1999
IDN,ARE,13886546.0,1999
IDN,PAK,15398563.0,1999
IDN,NGA,173246774.0,1999
IDN,IRQ,107225635.0,1999
IDN,MYS,216899849.0,1999
IDN,AUS,36351777.0,1999
IDN,IRN,8159957.0,1999
IDN,BRN,36474720.0,1999
IDN,CHN,87251425.0,1999
MYS,OMN,68679625.0,1999
MYS,NLD,8927.0,1999
MYS,QAT,8450902.0,1999
MYS,SAU,122485952.0,1999
MYS,SGP,70058.0,1999
MYS,VNM,92277356.0,1999
MYS,ARE,30443589.0,1999
MYS,JPN,16331.0,1999
MYS,IDN,29896099.0,1999
MYS,BRN,4958506.0,1999
MYS,TKM,1209.0,1999
OMN,FRA,22935.0,1999
OMN,ARE,155479.0,1999
ROU,IRQ,6067000.0,1999
ROU,KAZ,98843000.0,1999
ROU,NLD,13000.0,1999
ROU,RUS,347711008.0,1999
ROU,UKR,13611000.0,1999
ROU,EGY,11947000.0,1999
ROU,ISR,95000.0,1999
ROU,IRN,62904.0,1999
BRN,MYS,16863130.0,1999
KWT,IRN,15979.0,1999
VNM,THA,7340881.0,1999
VNM,IDN,10548115.0,1999
SDN,KEN,581.0,1999
SDN,IRN,300184.0,1999
SWE,DNK,299434137.0,1999
SWE,EST,38172930.0,1999
SWE,FRA,25403.0,1999
SWE,DEU,164759930.0,1999
SWE,IRN,205265162.0,1999
SWE,LVA,118766531.0,1999
SWE,NOR,1194152330.0,1999
SWE,POL,36234023.0,1999
SWE,RUS,39864211.0,1999
SWE,SAU,84338832.0,1999
SWE,EGY,40756244.0,1999
SWE,GBR,159757216.0,1999
SWE,BEL,175890.0,1999
SWE,VEN,89263279.0,1999
SWE,USA,3353.0,1999
SWE,LTU,2166808.0,1999
THA,GBR,9180200.0,1999
THA,ARG,7661388.0,1999
THA,AUS,14950871.0,1999
THA,BHR,12401752.0,1999
THA,BRA,25938986.0,1999
THA,BRN,144073529.0,1999
THA,CHN,21028854.0,1999
THA,GAB,15418194.0,1999
THA,IDN,41155279.0,1999
THA,IRN,8339545.0,1999
THA,IRQ,25747647.0,1999
THA,KWT,200156358.0,1999
THA,MYS,168904605.0,1999
THA,MAR,5163870.0,1999
THA,OMN,1050034569.0,1999
THA,NGA,41640416.0,1999
THA,PAK,26899472.0,1999
THA,QAT,292736998.0,1999
THA,SAU,332824045.0,1999
THA,EGY,41100129.0,1999
THA,YEM,615625496.0,1999
THA,ARE,773062784.0,1999
YEM,ARE,1858656.0,1999
YEM,IRN,14923.0,1999
SVN,HRV,22263654.0,1999
SVN,KAZ,3522744.0,1999
SVN,LBY,2935109.0,1999
SVN,RUS,8878340.0,1999
SVN,EGY,148780.0,1999
SVN,CZE,28453.0,1999
HRV,IRN,25871587.0,1999
HRV,IRQ,15409416.0,1999
HRV,LBY,22837031.0,1999
HRV,RUS,532517326.0,1999
AUS,BRN,60545165.0,1999
AUS,CHN,15692550.0,1999
AUS,COG,15698270.0,1999
AUS,GAB,11447652.0,1999
AUS,IDN,695196385.0,1999
AUS,IRQ,86739401.0,1999
AUS,MYS,251130898.0,1999
AUS,OMN,23580696.0,1999
AUS,NZL,166977814.0,1999
AUS,NGA,25067700.0,1999
AUS,PNG,461912572.0,1999
AUS,QAT,54082291.0,1999
AUS,SAU,172192075.0,1999
AUS,SGP,1621274.0,1999
AUS,VNM,706988148.0,1999
AUS,SDN,29440680.0,1999
AUS,THA,7971749.0,1999
AUS,KWT,7010044.0,1999
AUS,ARE,148969322.0,1999
AUS,YEM,19407235.0,1999
AUS,USA,12635.0,1999
AUS,FRA,7465.0,1999
AUS,DZA,10292287.0,1999
IND,EGY,413543824.0,1999
IND,IRN,845702098.0,1999
IND,IRQ,195100678.0,1999
IND,JPN,78057.0,1999
IND,KWT,1083803959.0,1999
IND,MYS,450643656.0,1999
IND,MEX,42893194.0,1999
IND,OMN,47304283.0,1999
IND,NGA,2884071331.0,1999
IND,PAK,8323633.0,1999
IND,QAT,117425384.0,1999
IND,SAU,1761227184.0,1999
IND,ARE,1365212532.0,1999
IND,YEM,246417830.0,1999
IND,GBR,41568817.0,1999
FIN,DNK,319819534.0,1999
FIN,EST,7417.0,1999
FIN,KAZ,44204148.0,1999
FIN,NOR,381034888.0,1999
FIN,RUS,616280982.0,1999
FIN,GBR,103079891.0,1999
FIN,USA,14240.0,1999
KNA,USA,535.0,1999
SEN,NGA,112087873.0,1999
JPN,AGO,7077643.0,1999
JPN,ARG,5958286.0,1999
JPN,AUS,194257843.0,1999
JPN,BRN,182684251.0,1999
JPN,CHN,662791059.0,1999
JPN,GAB,32832478.0,1999
JPN,IDN,1549993732.0,1999
JPN,IRN,3024513787.0,1999
JPN,IRQ,688518039.0,1999
JPN,KOR,18392642.0,1999
JPN,KWT,2010891572.0,1999
JPN,MYS,292766837.0,1999
JPN,MEX,202509050.0,1999
JPN,OMN,1663202569.0,1999
JPN,NGA,161399294.0,1999
JPN,NOR,124136527.0,1999
JPN,QAT,2479841014.0,1999
JPN,VNM,328910150.0,1999
JPN,SDN,46201528.0,1999
JPN,ARE,6826256355.0,1999
JPN,USA,180463108.0,1999
JPN,YEM,26632554.0,1999
JPN,SAU,5823760276.0,1999
JPN,CHE,2394.0,1999
PAK,ARE,81946.0,1999
PAK,IRN,30240.0,1999
DNK,FRA,3695207.0,1999
DNK,IRL,731507.0,1999
DNK,NLD,67820420.0,1999
DNK,NOR,494308727.0,1999
DNK,RUS,9012179.0,1999
DNK,SWE,25136200.0,1999
DNK,GBR,1159630.0,1999
MLI,FRA,11795.0,1999
MLI,SEN,611797.0,1999
FRA,NLD,9900.0,1999
FRA,NGA,652154944.0,1999
FRA,NOR,1993226240.0,1999
FRA,RUS,727852672.0,1999
FRA,SAU,1853221376.0,1999
FRA,ESP,48367.0,1999
FRA,SYR,333777376.0,1999
FRA,TUN,74036144.0,1999
FRA,TUR,12303784.0,1999
FRA,TKM,17571340.0,1999
FRA,GBR,1713873152.0,1999
FRA,VEN,41297900.0,1999
FRA,MEX,3625644.0,1999
FRA,LUX,649.0,1999
FRA,KWT,170656032.0,1999
FRA,DZA,425783328.0,1999
FRA,AGO,90444704.0,1999
FRA,AZE,62484656.0,1999
FRA,BEL,649.0,1999
FRA,CMR,66741356.0,1999
FRA,COD,1300901.0,1999
FRA,DNK,89528800.0,1999
FRA,GAB,21470312.0,1999
FRA,DEU,1431235.0,1999
FRA,IRN,765408512.0,1999
FRA,IRQ,808504000.0,1999
FRA,KAZ,130973264.0,1999
FRA,LBY,298891168.0,1999
FRA,GEO,25947100.0,1999
FRA,CUB,8592854.0,1999
FRA,ARG,1065.0,1999
FRA,BRA,2600.0,1999
MLT,ARE,7907.0,1999
MLT,IRN,1807850.0,1999
CMR,BEL,1210598.0,1999
CMR,HRV,1178556.0,1999
CMR,GIN,9097136.0,1999
CMR,NGA,165517856.0,1999
CMR,SGP,1420492.0,1999
CMR,USA,57343.0,1999
CMR,CIV,4092382.0,1999
COG,NGA,9055806.0,1999
COG,ZMB,29005.0,1999
KOR,SWE,9662595.0,1999
KOR,ARE,2089292119.0,1999
KOR,UKR,5340093.0,1999
KOR,EGY,180689805.0,1999
KOR,USA,180729041.0,1999
KOR,YEM,308185456.0,1999
KOR,SDN,46640095.0,1999
KOR,IND,4249738.0,1999
KOR,VNM,14127298.0,1999
KOR,AGO,646178695.0,1999
KOR,AUS,285051500.0,1999
KOR,AUT,3910541.0,1999
KOR,BRN,137813554.0,1999
KOR,CMR,63789402.0,1999
KOR,CHN,61146835.0,1999
KOR,COG,287361417.0,1999
KOR,ECU,222823364.0,1999
KOR,GNQ,33538917.0,1999
KOR,GAB,69294582.0,1999
KOR,GIN,39129720.0,1999
KOR,IDN,688289245.0,1999
KOR,IRN,1334908516.0,1999
KOR,IRQ,151735221.0,1999
KOR,JPN,14893138.0,1999
KOR,KWT,871270737.0,1999
KOR,MYS,371826833.0,1999
KOR,OMN,941373644.0,1999
KOR,NTZ,75838593.0,1999
KOR,NER,151879882.0,1999
KOR,NGA,204416219.0,1999
KOR,NOR,164055746.0,1999
KOR,PER,16136203.0,1999
KOR,QAT,641016365.0,1999
KOR,RUS,74819281.0,1999
KOR,SAU,4362097343.0,1999
KOR,GBR,32151176.0,1999
LBN,RUS,16754259.0,1999
LBN,IRN,4471.0,1999
LVA,EST,509468.0,1999
LVA,DEU,728.0,1999
LVA,LTU,6069.0,1999
LVA,RUS,37384.0,1999
EST,KAZ,205660.0,1999
EST,LTU,20360.0,1999
EST,RUS,1017810.0,1999
DEU,DZA,597848192.0,1999
DEU,AGO,101029728.0,1999
DEU,AZE,169960768.0,1999
DEU,AUT,5439145.0,1999
DEU,CMR,1075091.0,1999
DEU,COG,107539608.0,1999
DEU,HRV,12727991.0,1999
DEU,CUB,5625857.0,1999
DEU,DNK,35613008.0,1999
DEU,GEO,4330848.0,1999
DEU,GAB,18906364.0,1999
DEU,IRQ,88190688.0,1999
DEU,ITA,1211723.0,1999
DEU,KAZ,401336192.0,1999
DEU,KWT,84225640.0,1999
DEU,LBY,1930414848.0,1999
DEU,LTU,13233692.0,1999
DEU,NGA,156828320.0,1999
DEU,NOR,2836681216.0,1999
DEU,SAU,547897536.0,1999
DEU,SYR,758061824.0,1999
DEU,TUN,35343012.0,1999
DEU,TKM,39195920.0,1999
DEU,GBR,1738040448.0,1999
DEU,RUS,3362963712.0,1999
DEU,USA,544.0,1999
DEU,YEM,191611.0,1999
DEU,IRN,109461168.0,1999
DEU,VEN,237307200.0,1999
DEU,CHE,2514.0,1999
DEU,COL,9645432.0,1999
DEU,FRA,48041944.0,1999
DEU,BEL,1365526.0,1999
DEU,LUX,953.0,1999
DEU,IDN,2250.0,1999
LUX,BEL,31393.0,1999
LUX,DEU,1572.0,1999
BEL,VEN,76867973.0,1999
BEL,USA,2456.0,1999
BEL,RUS,32054078.0,1999
BEL,BRA,895.0,1999
BEL,FRA,16874090.0,1999
BEL,DEU,14241012.0,1999
BEL,IRN,30100559.0,1999
BEL,IRL,5582.0,1999
BEL,NLD,3595130896.0,1999
BEL,NOR,110466012.0,1999
BEL,GBR,103596619.0,1999
BEL,DNK,14415616.0,1999
BEL,LUX,1541.0,1999
MDG,IRN,62282730.0,1999
MDG,ITA,59778.0,1999
MDG,QAT,7288421.0,1999
ITA,KWT,23510516.0,1999
ITA,LBY,2547380784.0,1999
ITA,MEX,11351270.0,1999
ITA,NLD,658.0,1999
ITA,NGA,128637406.0,1999
ITA,NOR,273653822.0,1999
ITA,RUS,1603030546.0,1999
ITA,SAU,971648554.0,1999
ITA,SDN,26120747.0,1999
ITA,SWE,14658736.0,1999
ITA,SYR,364966138.0,1999
ITA,TUN,61348604.0,1999
ITA,KAZ,148306223.0,1999
ITA,TKM,46120340.0,1999
ITA,EGY,554067625.0,1999
ITA,GBR,250017142.0,1999
ITA,VEN,7447093.0,1999
ITA,UKR,1885610.0,1999
ITA,IRQ,802517199.0,1999
ITA,IRN,1298292450.0,1999
ITA,DEU,2367.0,1999
ITA,ALB,236394.0,1999
ITA,DZA,236305422.0,1999
ITA,AGO,6537613.0,1999
ITA,AZE,97014445.0,1999
ITA,CMR,214659083.0,1999
ITA,CAN,5259745.0,1999
ITA,COG,9171010.0,1999
ITA,CRI,3625146.0,1999
ITA,CUB,2734315.0,1999
ITA,FRA,71628.0,1999
ITA,GEO,14408223.0,1999
ITA,USA,26759.0,1999
ITA,TUR,4252291.0,1999
ITA,LTU,316115.0,1999
ITA,IDN,5800.0,1999
MWI,ZMB,25115.0,1999
NZL,ARG,47704185.0,1999
NZL,AUS,36669445.0,1999
NZL,BRN,25816494.0,1999
NZL,IRN,13904809.0,1999
NZL,KOR,24996809.0,1999
NZL,KWT,26115546.0,1999
NZL,MYS,48741977.0,1999
NZL,OMN,52252240.0,1999
NZL,NGA,28760830.0,1999
NZL,QAT,21722930.0,1999
NZL,SAU,143369953.0,1999
NZL,SGP,427605.0,1999
NZL,ARE,62616369.0,1999
NZL,YEM,8139192.0,1999
NZL,IDN,11669052.0,1999
NIC,ECU,8219014.0,1999
NIC,SLV,54050.0,1999
NIC,VEN,76477694.0,1999
SLV,COL,15460382.0,1999
SLV,ECU,54903550.0,1999
SLV,MEX,32445884.0,1999
SLV,ANT,8414559.0,1999
SLV,VEN,3680198.0,1999
SLV,GTM,101904.0,1999
MDA,ROU,90238.0,1999
MAR,DZA,16174399.0,1999
MAR,IRN,231332128.0,1999
MAR,IRQ,252703568.0,1999
MAR,RUS,146239808.0,1999
MAR,SAU,264155744.0,1999
DZA,CAN,11533388.0,1999
DZA,FRA,13688205.0,1999
DZA,ITA,10901748.0,1999
DZA,USA,11598830.0,1999
NPL,IND,1095.0,1999
AZE,GBR,57809.0,1999
AZE,TKM,30883856.0,1999
AZE,GEO,30033.0,1999
AZE,IRN,2172082.0,1999
BRA,DZA,91316479.0,1999
BRA,AGO,11455910.0,1999
BRA,ARG,417622782.0,1999
BRA,COL,76067090.0,1999
BRA,IRN,47894837.0,1999
BRA,IRQ,119939097.0,1999
BRA,LBY,30993904.0,1999
BRA,NGA,710968053.0,1999
BRA,SAU,477917398.0,1999
BRA,SYR,9395697.0,1999
BRA,VEN,284298633.0,1999
BRA,BOL,39720.0,1999
CAN,DEU,3689.0,1999
CAN,IRN,27663612.0,1999
CAN,IRQ,110143625.0,1999
CAN,JPN,1289.0,1999
CAN,MEX,142328658.0,1999
CAN,NLD,7599393.0,1999
CAN,ANT,4437003.0,1999
CAN,NGA,188257644.0,1999
CAN,NOR,1446541086.0,1999
CAN,RUS,160044813.0,1999
CAN,SAU,260485631.0,1999
CAN,EGY,4961886.0,1999
CAN,GBR,1043630765.0,1999
CAN,USA,271157079.0,1999
CAN,VEN,539225065.0,1999
CAN,GAB,5078057.0,1999
CAN,DNK,14175482.0,1999
CAN,ARG,4552030.0,1999
CAN,DZA,419081616.0,1999
CAN,BHS,7196852.0,1999
CHL,PER,11251966.0,1999
CHL,VEN,67028058.0,1999
CHL,NGA,131348918.0,1999
CHL,MYS,26299656.0,1999
CHL,GAB,38316126.0,1999
CHL,GNQ,35104429.0,1999
CHL,ARG,671501272.0,1999
CHL,ECU,119056748.0,1999
CHN,AGO,355615886.0,1999
CHN,AUS,131462635.0,1999
CHN,CMR,27354817.0,1999
CHN,COG,50833509.0,1999
CHN,GNQ,96836572.0,1999
CHN,GAB,69788011.0,1999
CHN,IDN,487615160.0,1999
CHN,IRN,519837562.0,1999
CHN,IRQ,115845795.0,1999
CHN,KAZ,40919125.0,1999
CHN,KEN,2170645.0,1999
CHN,KWT,37731050.0,1999
CHN,LBY,16441449.0,1999
CHN,MYS,32656427.0,1999
CHN,MNG,1273843.0,1999
CHN,OMN,633400606.0,1999
CHN,NGA,155541697.0,1999
CHN,NOR,254302495.0,1999
CHN,PAK,5867162.0,1999
CHN,PNG,22127276.0,1999
CHN,RUS,81659552.0,1999
CHN,JPN,4444.0,1999
CHN,SAU,332714397.0,1999
CHN,SGP,381360.0,1999
CHN,VNM,218890259.0,1999
CHN,SDN,49649059.0,1999
CHN,EGY,10961731.0,1999
CHN,GBR,257188391.0,1999
CHN,USA,39400354.0,1999
CHN,YEM,552438029.0,1999
GTM,VEN,116987006.0,1999
GTM,MEX,12915.0,1999
GTM,USA,144632.0,1999
GIN,SEN,93455.0,1999
TZA,IRN,64557261.0,1999
UGA,KEN,2740.0,1999
MKD,GRC,1732969.0,1999
MKD,RUS,60465240.0,1999
MKD,ALB,5015.0,1999
MKD,IRN,67973.0,1999
GRC,DEU,9142.0,1999
GRC,IRN,425653159.0,1999
GRC,IRQ,78778549.0,1999
GRC,ISR,5701947.0,1999
GRC,KAZ,5725604.0,1999
GRC,LBY,38678650.0,1999
GRC,RUS,62019776.0,1999
GRC,SAU,263174695.0,1999
GRC,ESP,18640.0,1999
GRC,ARE,11035786.0,1999
GRC,UKR,3837413.0,1999
GRC,EGY,111524405.0,1999
GRC,GBR,9973421.0,1999
CIV,AGO,78191.0,1999
CIV,MEX,6485356.0,1999
CIV,NLD,1938301.0,1999
CIV,NGA,369480448.0,1999
CIV,VEN,13804926.0,1999
CUB,COL,8258753.0,1999
CUB,MYS,8282578.0,1999
CUB,ESP,6445.0,1999
CUB,VEN,71538415.0,1999
CUB,RUS,50267718.0,1999
ANT,MEX,431626656.0,1999
ANT,VEN,1246710000.0,1999
ANT,ECU,7649675.0,1999
ABW,NOR,25324576.0,1999
ABW,VEN,5244000.0,1999
CHE,DZA,90889960.0,1999
CHE,FRA,1471446.0,1999
CHE,IRN,37501976.0,1999
CHE,LBY,261103744.0,1999
CHE,NGA,229851744.0,1999
CHE,SAU,8925529.0,1999
CHE,GBR,9595001.0,1999
CHE,RUS,1033671292.0,1999
CHE,TKM,555569.0,1999
CHE,BEN,1476570.0,1999
CHE,AZE,23794169.0,1999
CHE,KAZ,203955399.0,1999
CHE,GAB,65071174.0,1999
CHE,GEO,2512170.0,1999
CHE,IDN,315000.0,1999
SCG,CYP,680000.0,1999
SCG,DEU,1000.0,1999
SCG,HUN,1250000.0,1999
SCG,IRN,8733000.0,1999
SCG,IRQ,8054000.0,1999
SCG,LBY,7580000.0,1999
SCG,RUS,26013000.0,1999
SCG,ALB,10316.0,1999
CYP,SYR,18746048.0,1999
CYP,RUS,58788772.0,1999
CYP,EGY,73545840.0,1999
CYP,TTO,4612382.0,1999
CYP,AZE,3128540.0,1999
HUN,RUS,670791000.0,1999
HUN,SCG,1097000.0,1999
HUN,ISR,24000.0,1999
ZMB,QAT,11479977.0,1999
ZMB,SAU,10801542.0,1999
ZMB,GBR,20947.0,1999
ZMB,TZA,17037924.0,1999
URY,VEN,122980714.0,1999
URY,EGY,22979294.0,1999
URY,GNB,18449031.0,1999
URY,ARG,3896931.0,1999
URY,IRN,20927703.0,1999
URY,RUS,14891121.0,1999
URY,USA,17822.0,1999
GNB,SEN,75887.0,1999
BFA,FRA,835.0,1999
TCA,USA,14263.0,1999
TUR,DZA,89482991.0,1999
TUR,IRN,564911910.0,1999
TUR,KAZ,174380875.0,1999
TUR,LBY,477449739.0,1999
TUR,RUS,257271200.0,1999
TUR,SAU,436580854.0,1999
TUR,SYR,256662749.0,1999
TUR,EGY,11138134.0,1999
TUR,TUN,2868145.0,1999
TUR,AZE,4305339.0,1999
LBR,RUS,3605050.0,1999
LBR,GBR,14012593.0,1999
LBR,TTO,7006423.0,1999
JAM,MEX,41072440.0,1999
JAM,VEN,17464542.0,1999
SUR,USA,12455.0,1999
BHR,IRN,10889.0,1999
KEN,ARE,142608722.0,1999
KEN,IRN,15768391.0,1999
LKA,IRN,68295936.0,1999
LKA,MYS,26943266.0,1999
LKA,SAU,24470450.0,1999
LKA,ARE,15728360.0,1999
IRL,NOR,304516832.0,1999
IRL,GBR,34440.0,1999
IRL,RUS,24632634.0,1999
IRL,UKR,133827552.0,1999
IRL,KAZ,40009000.0,1999
IRL,ITA,122497.0,1999
COM,ARE,6797.0,1999
CRI,USA,3215.0,1999
ETH,DEU,3872.0,1999
ETH,SAU,68993.0,1999
AUT,DZA,121288184.0,1999
AUT,AZE,30866424.0,1999
AUT,CMR,8917003.0,1999
AUT,CZE,4328474.0,1999
AUT,FRA,247356.0,1999
AUT,IRN,6568390.0,1999
AUT,IRQ,225534137.0,1999
AUT,KAZ,152914100.0,1999
AUT,LBY,170967515.0,1999
AUT,NGA,95429053.0,1999
AUT,RUS,77429909.0,1999
AUT,SAU,60069171.0,1999
AUT,TUN,36808409.0,1999
AUT,TKM,3153548.0,1999
AUT,GBR,1314668.0,1999
AUT,ALB,3486375.0,1999
AUT,DEU,544.0,1999
BGR,RUS,580221056.0,1999
BGR,TUN,14184754.0,1999
BGR,AZE,17869.0,1999
BGR,DZA,21316210.0,1999
BGR,IRN,14592.0,1999
ATG,TTO,6740258.0,1999
BLR,RUS,688261312.0,1999
BHS,USA,1989.0,1999
BHS,RUS,78100555.0,1999
BHS,GBR,13607031.0,1999
BHS,BRA,1522443.0,1999
TKM,ARE,23635.0,1999
TKM,IRN,325287.0,1999
ARM,TUR,90854.0,1999
ARM,GEO,1302056.0,1999
ARM,IRN,2346604.0,1999
GEO,AZE,22259929.0,1999
GEO,IRN,154576.0,1999
ISR,RUS,62494294.0,1999
ISR,EGY,111999016.0,1999
ISR,AZE,41952199.0,1999
ISR,MEX,25388582.0,1999
JOR,IRQ,310973088.0,1999
JOR,ISR,30000.0,1999
GMB,DEU,4850.0,1999
GMB,SAU,12905.0,1999
GMB,SEN,74049.0,1999
FRO,DNK,622.0,1999
KIR,FJI,5609.0,1999
GHA,NGA,228553184.0,1999
GHA,CIV,3422491.0,1999
GHA,RUS,5319285.0,1999
GHA,BEL,10148783.0,1999
GHA,GAB,4680376.0,1999
GHA,LBN,501.0,1999
KGZ,RUS,586289.0,1999
KGZ,TKM,2750955.0,1999
KGZ,IRN,20250.0,1999
GIB,RUS,397269194.0,1999
GIB,NGA,9890486.0,1999
BMU,RUS,276651952.0,1999
BMU,TKM,3454410.0,1999
BMU,KAZ,928054699.0,1999
VGB,RUS,1421330485.0,1999
VGB,KAZ,408996500.0,1999
SLE,SEN,1280.0,1999
F97,SAU,1220830591.0,1999
F97,ARE,29269000.0,1999
MCO,SAU,1985626052.0,1999
MCO,ARE,7317000.0,1999
PRK,NGA,25093372.0,1999
PRK,CHN,30962934.0,1999
LAO,NGA,4408244.0,1999
LAO,THA,123616.0,1999
NRU,NGA,8045990.0,1999
HKG,USA,32798.0,1999
HKG,IDN,6980052.0,1999
BIH,SCG,11000.0,1999
BIH,FRA,1623.0,1999
DOM,VEN,129805000.0,1999
DOM,MEX,127769896.0,1999
MMR,THA,121124.0,1999
MMR,MYS,97255355.0,1999
UZB,ARE,18391.0,1999
UZB,IRN,460497.0,1999
MRT,DZA,11646464.0,1999
TJK,IRN,93677.0,1999
BGD,IRN,1484064.0,1999
ALB,HRV,2273.0,2000
ALB,GRC,4920.0,2000
ALB,ITA,628.0,2000
ALB,GBR,1583.0,2000
PHL,OMN,223340395.0,2000
PHL,QAT,164544739.0,2000
PHL,SAU,1020070892.0,2000
PHL,SGP,3212443.0,2000
PHL,THA,5727360.0,2000
PHL,ARE,712658801.0,2000
PHL,MYS,113530724.0,2000
PHL,KOR,13689640.0,2000
PHL,IDN,32176778.0,2000
PHL,IRN,821452110.0,2000
PHL,AUS,60402609.0,2000
PHL,NZL,9380870.0,2000
OMN,ARE,699690.0,2000
OMN,KAZ,100.0,2000
OMN,DEU,1000.0,2000
SAU,SWE,109.0,2000
SAU,ARE,762.0,2000
SGP,AZE,32307898.0,2000
SGP,AUS,784206477.0,2000
SGP,BRN,114145058.0,2000
SGP,CHN,117788781.0,2000
SGP,IRN,304136416.0,2000
SGP,IRQ,436821072.0,2000
SGP,KOR,38685585.0,2000
SGP,KWT,893665967.0,2000
SGP,LBR,14001988.0,2000
SGP,MYS,168615055.0,2000
SGP,OMN,103682316.0,2000
SGP,MHL,2335206.0,2000
SGP,QAT,1120690271.0,2000
SGP,SAU,2716382088.0,2000
SGP,VNM,555869862.0,2000
SGP,THA,86310019.0,2000
SGP,ARE,851412834.0,2000
SGP,EGY,106867742.0,2000
SGP,GBR,74947175.0,2000
SGP,USA,207.0,2000
SGP,YEM,186458482.0,2000
SGP,ZAF,28274770.0,2000
SGP,RUS,30308935.0,2000
SGP,PHL,54.0,2000
SGP,NGA,13353065.0,2000
SGP,KAZ,29953400.0,2000
SGP,IDN,442861150.0,2000
THA,ZAF,22485923.0,2000
THA,ARE,1582448892.0,2000
THA,EGY,105.0,2000
THA,YEM,758293858.0,2000
THA,VNM,29042966.0,2000
THA,SAU,681209508.0,2000
THA,QAT,250025456.0,2000
THA,TLS,11872668.0,2000
THA,AGO,23408722.0,2000
THA,AUS,70582300.0,2000
THA,BRN,489318711.0,2000
THA,CHN,63518647.0,2000
THA,IDN,62020333.0,2000
THA,IRN,231291090.0,2000
THA,IRQ,241169943.0,2000
THA,KWT,293108309.0,2000
THA,MYS,305024506.0,2000
THA,OMN,957880424.0,2000
THA,NGA,25089896.0,2000
THA,PAK,10640136.0,2000
ARE,YEM,2747.0,2000
ARE,USA,427061.0,2000
ARE,GBR,239973.0,2000
ARE,BHR,903.0,2000
ARE,BEL,25149.0,2000
ARE,FRA,156940.0,2000
ARE,IRN,8169.0,2000
ARE,ITA,147.0,2000
ARE,JOR,42564.0,2000
ARE,SGP,4460.0,2000
ARE,ZAF,14902.0,2000
ARE,ESP,15962.0,2000
ARE,SYR,12319.0,2000
ARE,EGY,148.0,2000
ARE,OMN,1560.0,2000
ARE,NGA,14024.0,2000
ARE,LBN,464.0,2000
ARE,IDN,14356903.0,2000
POL,CZE,5247000.0,2000
POL,HUN,1933000.0,2000
POL,KAZ,60054000.0,2000
POL,LTU,67965000.0,2000
POL,NOR,24562000.0,2000
POL,RUS,3199184000.0,2000
POL,SVK,3329000.0,2000
POL,GBR,80740000.0,2000
